id,text,class,volunteers_count,judgment_confidence
13421,i started feeling festive very soon right back in november and i suppose it was inevitable that i ran out of steam before the day itself im feeling all a bit hummpffff today you know so much to do so little time and its all going to be over in a flash,1,4.0,0.7215394858866344
2894,i cant tell if the moments of shock that im not feeling are because im jaded or if lovecraft actually missed the note to use a musical analogy,0,3.0,1.0
2225,i feel i wear what i wear to show other girls at my school who are timid when it comes to fashion that you won t look weird if you walk around with your head held high,4,3.0,0.8307388992287001
9060,i do remember the feel of the book and being incredibly impressed with it and knowing that ill have to read it again,5,4.0,1.0
17574,i feel embarrassed that im doing it because i think people like me insert liberal amount of negative self talk about weight dont do things like this,0,4.0,0.7891276176262214
14634,i feel cheated and wronged let down and spurned the vine i tended and nursed how could it do this to me,3,3.0,0.9956513536679888
1683,i am feeling terrified anxious excited and apprehensive among a million other things,4,2.0,0.9276679011988991
14556,i feel like i cant afford to be afraid to show that i am sometimes weak to allow others to see me as anything less than the strong wife and mom that i feel i am,4,3.0,0.7622463392334505
18634,"NYC Media last week: LOL, look at the flyover peckerwoods freaking out.

NYC Media now: BRING OUT YOUR DEAD.",2,3.0,0.6666666666666666
16778,"@pcrossvol there's always one...they never realize they are the worst- the unsolicited unaffiliated trash talker""",2,3.0,1.0
17997,ive had a change in medication and am feeling productive lately so lets see how this goes shall we,1,4.0,0.9544615014756604
11993,i remember feeling uncertain about myself when i was young and especially when i became a teenager,4,3.0,0.8321314841395772
578,i was so excited to try it considering i havent before and so many people rave about it but i didnt feel like it did anything special for my lashes i dont really like drier formula type mascaras but i prefer the wet formula ones more,1,4.0,0.999949020233172
7981,"@kfocht735 Nope - got lucky - some washing on the slopes, gonna make it a little rough combining but feeling very fortunate today",2,3.0,1.0
6433,Glad I ain't got no bird legs &#128514;,2,6.0,1.0
7046,i dont think thats what ill do because i feel its just really awkward,0,3.0,0.8749860093303048
334,i was running hard i was running fast and i feel like the last minutes i was probably hitting low s,0,3.0,0.7577874044898937
11792,i had a feeling she was doomed the moment i laid eyes on her i still thought that judy glasberg a href http www,0,3.0,1.0
2718,i also feel aggravated i have an embarassing reason i dont want to go home yet i dreaded coming here and now im dreading leaving here,3,3.0,0.8170325921080006
7698,i don t feel too gloomy or melancholic or something,0,3.0,1.0
8660,i had a hard time focusing on my life and walked around feeling dazed and confused,5,4.0,0.886330381437169
8349,i mean i already did of course but i feel more glamourous naked now,1,2.0,0.9024199766555313
8917,im here to tell you you arent alone if you feel vulnerable,4,1.0,0.9237615550477921
17566,i am not feeling as joyful as some might urge me to,1,3.0,0.8910602311374846
12643,i commented trying to keep my voice reasonably free from the feelings which gripped me i believe were beaten hendricks,0,3.0,0.7852566254075662
9760,Whoops bought snuggly hideous fuzzy boots because it's cold as balls all of a sudden,2,3.0,0.6666666666666666
17136,im feeling really adventurous maybe white,1,4.0,1.0
8010,I may or may not have at least 4 FOB related tattoos already planned out.,2,3.0,1.0
6827,i actually thought i would feel bothered being their since ehb and the other woman ow spent quite a bit of time together there but i didnt feel much of anything,3,4.0,0.8252474859479684
676,i can imagine someone feeling jealous lonely or scared,3,3.0,0.6514478206773101
9778,i hurtled through the first chapters desperate to see what was so good about it but came away feeling disappointed,0,4.0,0.9975611176631213
1006,"@IAmPikey 
I wonders why dare ain't no colored folk up dare?",2,3.0,0.6666666666666666
16061,I think about the fact that dinosaurs evolved into birds every time I eat chicken. Dinosaurs are delicious.,2,3.0,1.0
15846,i feel agitated and the result is not pleasant the opposite of calm and peaceful,3,3.0,0.9111143447923813
16065,i also know how good it feels to look back and see that i honored my word and that helps from the start,1,4.0,0.7264980223068023
5015,i had this strange feeling that she was incredibly distressed,4,3.0,1.0
8965,i feel sure it could be developed into a thrilling piece of theatre,1,3.0,0.9502808384631051
9260,i feel like i was assaulted by a titanium hedgehog,4,4.0,0.876973605802614
11331,i always feel that it is profoundly worthwhile,1,3.0,0.9333771348431559
14912,fuzzy socks are the actual life,2,3.0,1.0
6018,i feel i am completely dissatisfied with the whole world and all human characters are inconsistent,3,3.0,0.7465147478312674
5071,RT @Seinfeld2000: Uncle leo find iWatch in trash can http://t.co/T7GCSMCYLB,2,3.0,1.0
12620,"@LandRoverUSA Our ""Disco"" we used for disaster recovery was an awesome brownie points to how well built they are. Most extreme conditions!",2,6.0,1.0
9750,i feel so dumb for being honest,0,3.0,0.8243258007299895
2885,@BolandDrummer I have never once in my life been to a 'coffee shop' like Starbucks. I am a hick though.,2,3.0,1.0
15917,i feel its a must that i exspress my sincere appriciation for all your efforts,1,2.0,0.9709910414151215
4113,"Char-broiled #cod, yellow #rice, saut&#233;ed spinach and artichoke hearts. Made with love for @voxpulchra.&#8230; http://t.co/vWjWlghRGO",2,3.0,0.6666666666666666
5532,i feel like such a lame person but sigh i just don t know what to do i m so damn shy,0,3.0,0.9104289519305122
8231,i can cry and feel bad without an explanation at all,0,4.0,1.0
17149,i feel like my life is practically perfect in every way right now and i am every so happy,1,3.0,0.9796303372366276
7497,i just feel very dull right now,0,4.0,0.8874789713812612
13827,"&#128525;&#128525;&#128525;

&#8220;@whatskillfeed: i guess ill just trash this drawing because of roster changes...&#128532; http://t.co/2r8wqgE8cR&#8221;",2,3.0,1.0
14267,All my gold is white not yellow.,2,3.0,1.0
7811,RT @churchofbasebal: And people say baseball is boring? #redskins,2,3.0,1.0
15063,i really feel irritated with all these,3,4.0,1.0
8883,i love the passion and the feeling of wonderful uncertainty of those teenage years,1,3.0,0.7932196302086687
7159,@The_Gambit Ha. He ain't welcome in Washington State or Nashville. Serpas is straight trash.,2,3.0,0.6666666666666666
4294,im half asleep absolutely blissed out feeling as purely ecstatic as i know i will on stage tonight dancing out of the spotlight only to have it follow me like an adoring fan,1,3.0,0.5685993940514542
2836,i am going to clean the slate by unilaterally forgiving those i feel have wronged me or someone i love intentionally or through carelessness so that i thereby in time can forget the perceived insults and abuses,3,3.0,1.0
16441,im frightened and feeling paranoid,4,3.0,1.0
3069,You NEED an iPhone to use their stupid watch? Apple is just grabbing people ankles and shaking the money out of rubes pockets.,2,3.0,1.0
14181,i was feeling kind of hesitant about food which sucked because we were going out to dinner that night followed by drinking,4,4.0,0.8913161698753644
1443,i feel so lucky to get to feel them,1,3.0,0.8729030448277335
953,i was feeling irritated and slightly upset after this conversation,3,4.0,1.0
15403,i feel a bit melancholy when i think about not teaching the children i don t yet have about the love of jesus or not taking them to sunday school or not having them attend vacation bible school,0,2.0,0.6117968690803168
8086,i feel so blessed to have both lisa and god as friends in this life,1,3.0,0.8919620974040811
7821,If you didn't have tattoos as a diversion for your bird chest and malnourished body sir... your instagram would be trash,2,3.0,0.6666666666666666
4069,i feel like a proud mother watching their child grow and develop into an adult and quite seriously my business is like a child to me,1,4.0,0.8791329540357716
9617,i feel the echoes of the divine so very close,1,3.0,0.5615960984410696
1005,i feel useless i feel stupid,0,4.0,0.8554547772154382
7200,i no longer feel timid or insecure when i walked,4,3.0,1.0
4097,RT @donnellrawlings: Salute to Derek jetter! Best Yankee ever!,2,3.0,1.0
16756,i feel so honored to have been a part of this year,1,3.0,1.0
2467,i am feeling lost for not being on a regimented strength program,0,4.0,1.0
3024,i frantically try to get it done and now feel frantic as i walk in the studio,4,4.0,1.0
466,i hate or love or feel complacent about what i am working on,1,3.0,0.9518200199442547
1962,i feel so rich when i pass by you i see a penny,1,3.0,1.0
533,escort missions in games are universally trash,2,3.0,1.0
4863,i was feeling a little skeptical that it would arrive on time the situation was not improved by the fact that despite various perfect party setups seeking in ffxi nobody was bothering to set them up including me but duh im lazy,4,2.0,0.6851316905522568
469,i was just feeling so annoyed about everything,3,4.0,0.7294515731771163
5346,i sit here feeling annoyed at my sons my pets and my husband im also trying to think of something to feel grateful for this saturday,3,3.0,0.755701923339296
16268,i remember something about the artwork i spent hours with in school i feel smart and worthy,1,3.0,0.7867274382130242
13613,i was feeling paranoid tonight so i had to check my blog stats,4,3.0,0.8200452582554454
16703,i woke up feeling fabulous and im sure that half of that stems from the fact that ill be finishing my undergraduate studies in about weeks,1,2.0,0.9982199914296224
2045,i made for the bee has left me feeling pretty terrific,1,3.0,1.0
8137,This no beef thing is for the birds!!!,2,3.0,1.0
697,i feel very relaxed and fine,1,4.0,0.6896104741368316
6052,i don t feel too troubled over work anymore getting used to the movement of the day,0,3.0,1.0
8878,i could feel myself getting that shaky feeling,4,3.0,1.0
7780,i am feeling some divine intervention at work here,1,3.0,1.0
